electricity_pricing,1,2,3
0.7703067,0,0,0
0.7458423,0,0,0
0.7123647,0,0,0
0.7001325,0,0,0
0.7074289,0,0,0
0.7230947,0,0,0
0.7454131,0,0,0
0.7998142,0,0,0
0.7904791,0,0,0
0.7208414,0,0,0
0.6385423,0,0,0
0.6578563,0,0,0
0.5939055,0,0,0
0.5771667,0,0,0
0.5713725,0,0,0
0.5737331,0,0,0
0.5711579,0,0,0
0.6044209,0,0,0
0.6756681,0,0,0
0.7245969,0,0,0
0.7344685,0,0,0
0.7514219,0,0,0
0.76183,0,0,0
0.7626884,0,0,0
0.7582891,0,0,0
0.7419795,0,0,0
0.7322152,0,0,0
0.7300692,0,0,0
0.7313568,0,0,0
0.7456277,0,0,0
0.7974536,0,0,0
0.775779,0,0,0
0.7571088,0,0,0
0.7107552,0,0,0
0.6529205,0,0,0
0.6338211,0,0,0
0.5819952,0,0,0
0.5793127,0,0,0
0.5778105,0,0,0
0.5799565,0,0,0
0.5889697,0,0,0
0.6203013,0,0,0
0.7096822,0,0,0
0.7458423,0,0,0
0.7477737,0,0,0
0.7527095,0,0,0
0.7516365,0,0,0
0.7491686,0,0,0
0.7445547,0,0,0
0.719983,0,0,0
0.6841448,0,0,0
0.6882222,0,0,0
0.698523,0,0,0
0.7419795,0,0,0
0.7462715,0,0,0
0.7744914,0,0,0
0.7610789,0,0,0
0.7375802,0,0,0
0.6639724,0,0,0
0.6621483,0,0,0
0.6390788,0,0,0
0.6086056,0,0,0
0.5943347,0,0,0
0.5727674,0,0,0
0.5664367,0,0,0
0.5618228,0,0,0
0.5734112,0,0,0
0.5999143,0,0,0
0.674917,0,0,0
0.6561395,0,0,0
0.6175115,0,0,0
0.6059231,0,0,0
0.6071034,0,0,0
0.5964807,0,0,0
0.566544,0,0,0
0.5603206,0,0,0
0.5760937,0,0,0
0.6449803,0,0,0
0.6616118,0,0,0
0.7254553,0,0,0
0.6997033,0,0,0
0.6460533,0,0,0
0.6385423,0,0,0
0.6463752,0,0,0
0.5919741,0,0,0
0.5559213,0,0,0
0.5488395,0,0,0
0.546157,0,0,0
0.550449,0,0,0
0.55796,0,0,0
0.5651491,0,0,0
0.5571016,0,0,0
0.6142925,0,0,0
0.6463752,0,0,0
0.6565687,0,0,0
0.6601096,0,0,0
0.6564614,0,0,0
0.6478774,0,0,0
0.6048501,0,0,0
0.5745915,0,0,0
0.5834974,0,0,0
0.6242714,0,0,0
0.6736294,0,0,0
0.7595767,0,0,0
0.7617227,0,0,0
0.7218071,0,0,0
0.6468044,0,0,0
0.596588,0,0,0
0.546157,0,0,0
0.5389679,0,0,0
0.5302766,0,0,0
0.5336029,0,0,0
0.5282379,0,0,0
0.5999143,0,0,0
0.6527059,0,0,0
0.6648308,0,0,0
0.6818915,0,0,0
0.6498088,0,0,0
0.6394007,0,0,0
0.6474482,0,0,0
0.6572125,0,0,0
0.6548519,0,0,0
0.6263101,0,0,0
0.6117173,0,0,0
0.6230911,0,0,0
0.6939091,0,0,0
0.7302838,0,0,0
0.722129,0,0,0
0.693158,0,0,0
0.6332846,0,0,0
0.6086056,0,0,0
0.5344613,0,0,0
0.5162203,0,0,0
0.5054903,0,0,0
0.4995888,0,0,0
0.4985158,0,0,0
0.5004472,0,0,0
0.5702995,0,0,0
0.6648308,0,0,0
0.7065705,0,0,0
0.6875784,0,0,0
0.6838229,0,0,0
0.6884368,0,0,0
0.6927288,0,0,0
0.6958405,0,0,0
0.6921923,0,0,0
0.6807112,0,0,0
0.6840375,0,0,0
0.6857543,0,0,0
0.6941237,0,0,0
0.7534606,0,0,0
0.7577526,0,0,0
0.7117209,0,0,0
0.65453,0,0,0
0.6050647,0,0,0
0.537573,0,0,0
0.5243751,0,0,0
0.5103188,0,0,0
0.4834938,0,0,0
0.4820989,0,0,0
0.5131086,0,0,0
0.5854288,0,0,0
0.6549592,0,0,0
0.6884368,0,0,0
0.6826426,0,0,0
0.6808185,0,0,0
0.6815696,0,0,0
0.6841448,0,0,0
0.6929434,0,0,0
0.6848959,0,0,0
0.6607534,0,0,0
0.6571052,0,0,0
0.6694447,0,0,0
0.7151545,0,0,0
0.7405846,0,0,0
0.7399408,0,0,0
0.7129012,0,0,0
0.6720199,0,0,0
0.6168677,0,0,0
0.5659002,0,0,0
0.528989,0,0,0
0.5205123,0,0,0
0.5213707,0,0,0
0.5183663,0,0,0
0.5250189,0,0,0
0.584785,0,0,0
0.6947675,0,0,0
0.7504562,0,0,0
0.7653709,0,0,0
0.768268,0,0,0
0.7413357,0,0,0
0.7331809,0,0,0
0.7265283,0,0,0
0.7050683,0,0,0
0.6906901,0,0,0
0.6885441,0,0,0
0.6934799,0,0,0
0.7197684,0,0,0
0.8072179,0,0,0
0.8221326,0,0,0
0.8009945,0,0,0
0.7361853,0,0,0
0.6869346,0,0,0
0.6847886,0,0,0
0.669552,0,0,0
0.6411175,0,0,0
0.6413321,0,0,0
0.6205159,0,0,0
0.6429416,0,0,0
0.6844667,0,0,0
0.7436963,0,0,0
0.7698775,0,0,0
0.7859725,0,0,0
0.7869382,0,0,0
0.7703067,0,0,0
0.7351123,0,0,0
0.7137596,0,0,0
0.7034588,0,0,0
0.6848959,0,0,0
0.6907974,0,0,0
0.6943383,0,0,0
0.7407992,0,0,0
0.7791053,0,0,0
0.8053938,0,0,0
0.7559285,0,0,0
0.7192319,0,0,0
0.6417613,0,0,0
0.6809258,0,0,0
0.5953004,0,0,0
0.584785,0,0,0
0.5595695,0,0,0
0.5294182,0,0,0
0.5080655,0,0,0
0.5239459,0,0,0
0.561179,0,0,0
0.6067815,0,0,0
0.6197648,0,0,0
0.6038844,0,0,0
0.594442,0,0,0
0.605172,0,0,0
0.5764156,0,0,0
0.5603206,0,0,0
0.5316715,0,0,0
0.5259846,0,0,0
0.5716944,0,0,0
0.6325335,0,0,0
0.6501307,0,0,0
0.6692301,0,0,0
0.6425124,0,0,0
0.6029187,0,0,0
0.5798492,0,0,0
0.6049574,0,0,0
0.5817806,0,0,0
0.5518439,0,0,0
0.5599987,0,0,0
0.5693338,0,0,0
0.5797419,0,0,0
0.5881113,0,0,0
0.6035625,0,0,0
0.5970172,0,0,0
0.623413,0,0,0
0.6779214,0,0,0
0.7022785,0,0,0
0.707107,0,0,0
0.7090384,0,0,0
0.7054975,0,0,0
0.6310313,0,0,0
0.620194,0,0,0
0.5911157,0,0,0
0.644873,0,0,0
0.7235239,0,0,0
0.7591475,0,0,0
0.7554993,0,0,0
0.742516,0,0,0
0.6913339,0,0,0
0.6268466,0,0,0
0.616975,0,0,0
0.5727674,0,0,0
0.5605352,0,0,0
0.5437964,0,0,0
0.5659002,0,0,0
0.6152582,0,0,0
0.7123647,0,0,0
0.7623665,0,0,0
0.7818951,0,0,0
0.7965952,0,0,0
0.7959514,0,0,0
0.7700921,0,0,0
0.7667658,0,0,0
0.7111844,0,0,0
0.7069997,0,0,0
0.7058194,0,0,0
0.7022785,0,0,0
0.738224,0,0,0
0.79402,0,0,0
0.7948784,0,0,0
0.7227728,0,0,0
0.6786725,0,0,0
0.6150436,0,0,0
0.5734112,0,0,0
0.5507709,0,0,0
0.5275941,0,0,0
0.5189028,0,0,0
0.5001253,0,0,0
0.5239459,0,0,0
0.5618228,0,0,0
0.609464,0,0,0
0.6366109,0,0,0
0.6660111,0,0,0
0.6885441,0,0,0
0.7032442,0,0,0
0.6958405,0,0,0
0.6780287,0,0,0
0.6493796,0,0,0
0.6308167,0,0,0
0.6207305,0,0,0
0.6289926,0,0,0
0.6153655,0,0,0
0.6608607,0,0,0
0.7250261,0,0,0
0.6670841,0,0,0
0.6301729,0,0,0
0.5486249,0,0,0
0.5357489,0,0,0
0.5255554,0,0,0
0.5191174,0,0,0
0.5074217,0,0,0
0.5051684,0,0,0
0.5235167,0,0,0
0.5709433,0,0,0
0.6269539,0,0,0
0.6840375,0,0,0
0.6944456,0,0,0
0.6944456,0,0,0
0.6943383,0,0,0
0.6826426,0,0,0
0.6690155,0,0,0
0.6450876,0,0,0
0.6331773,0,0,0
0.6303875,0,0,0
0.6303875,0,0,0
0.6844667,0,0,0
0.7087165,0,0,0
0.7402627,0,0,0
0.7045318,0,0,0
0.6424051,0,0,0
0.6254517,0,0,0
0.5720163,0,0,0
0.5464789,0,0,0
0.5304912,0,0,0
0.5266284,0,0,0
0.5229802,0,0,0
0.5290963,0,0,0
0.5920814,0,0,0
0.6866127,0,0,0
0.6922996,0,0,0
0.6948748,0,0,0
0.6916558,0,0,0
0.703888,0,0,0
0.6911193,0,0,0
0.679209,0,0,0
0.6477701,0,0,0
0.6338211,0,0,0
0.6469117,0,0,0
0.6858616,0,0,0
0.7098968,0,0,0
0.8124756,0,0,0
0.8150508,0,0,0
0.8020675,0,0,0
0.7102187,0,0,0
0.6842521,0,0,0
0.6354306,0,0,0
0.6054939,0,0,0
0.5915449,0,0,0
0.6042063,0,0,0
0.5860726,0,0,0
0.6044209,0,0,0
0.6891879,0,0,0
0.7263137,0,0,0
0.7896207,0,0,0
0.7674096,0,0,0
0.7602205,0,0,0
0.7679461,0,0,0
0.7539971,0,0,0
0.7381167,0,0,0
0.7412284,0,0,0
0.7256699,0,0,0
0.7216998,0,0,0
0.7370437,0,0,0
0.7394043,0,0,0
0.7742768,0,0,0
0.8126902,0,0,0
0.7617227,0,0,0
0.7179443,0,0,0
0.6436927,0,0,0
0.6457314,0,0,0
0.5954077,0,0,0
0.554741,0,0,0
0.5615009,0,0,0
0.5449767,0,0,0
0.5569943,0,0,0
0.5721236,0,0,0
0.613756,0,0,0
0.6516329,0,0,0
0.7082873,0,0,0
0.6945529,0,0,0
0.7106479,0,0,0
0.7056048,0,0,0
0.7022785,0,0,0
0.6928361,0,0,0
0.6766338,0,0,0
0.6488431,0,0,0
0.6442292,0,0,0
0.6664403,0,0,0
0.6999179,0,0,0
0.7175151,0,0,0
0.6970208,0,0,0
0.6503453,0,0,0
0.5999143,0,0,0
0.6198721,0,0,0
0.556887,0,0,0
0.5380022,0,0,0
0.5422942,0,0,0
0.5157911,0,0,0
0.506456,0,0,0
0.5034516,0,0,0
0.5044173,0,0,0
0.5014129,0,0,0
0.5381095,0,0,0
0.5490541,0,0,0
0.6076399,0,0,0
0.6037771,0,0,0
0.6056012,0,0,0
0.6082837,0,0,0
0.6057085,0,0,0
0.6134341,0,0,0
0.6167604,0,0,0
0.6174042,0,0,0
0.7010982,0,0,0
0.6921923,0,0,0
0.7227728,0,0,0
0.7150472,0,0,0
0.6444438,0,0,0
0.6093567,0,0,0
0.569763,0,0,0
0.5318861,0,0,0
0.5060268,0,0,0
0.5011983,0,0,0
0.490361,0,0,0
0.5040954,0,0,0
0.5889697,0,0,0
0.6666549,0,0,0
0.6840375,0,0,0
0.7016347,0,0,0
0.6964843,0,0,0
0.7037807,0,0,0
0.6949821,0,0,0
0.6760973,0,0,0
0.6385423,0,0,0
0.6178334,0,0,0
0.6153655,0,0,0
0.6750243,0,0,0
0.7637614,0,0,0
0.7740622,0,0,0
0.7762082,0,0,0
0.7223436,0,0,0
0.6719126,0,0,0
0.5789908,0,0,0
0.5530242,0,0,0
0.5036662,0,0,0
0.4687937,0,0,0
0.4308095,0,0,0
0.4355307,0,0,0
0.4464753,0,0,0
0.5357489,0,0,0
0.5895062,0,0,0
0.6388642,0,0,0
0.6710542,0,0,0
0.6817842,0,0,0
0.6760973,0,0,0
0.6843594,0,0,0
0.6601096,0,0,0
0.656676,0,0,0
0.6508818,0,0,0
0.6204086,0,0,0
0.6700885,0,0,0
0.7337174,0,0,0
0.7332882,0,0,0
0.7299619,0,0,0
0.6880076,0,0,0
0.6165458,0,0,0
0.545084,0,0,0
0.4962625,0,0,0
0.4524841,0,0,0
0.4267321,0,0,0
0.4004436,0,0,0
0.3707215,0,0,0
0.4113882,0,0,0
0.4927216,0,0,0
0.5513074,0,0,0
0.5940128,0,0,0
0.6214816,0,0,0
0.6252371,0,0,0
0.6198721,0,0,0
0.6150436,0,0,0
0.5918668,0,0,0
0.5711579,0,0,0
0.5605352,0,0,0
0.5918668,0,0,0
0.6252371,0,0,0
0.7134377,0,0,0
0.7359707,0,0,0
0.7327517,0,0,0
0.6610753,0,0,0
0.6421905,0,0,0
0.5937982,0,0,0
0.5395044,0,0,0
0.5282379,0,0,0
0.5153619,0,0,0
0.4912194,0,0,0
0.4805967,0,0,0
0.5185809,0,0,0
0.5856434,0,0,0
0.6602169,0,0,0
0.6873638,0,0,0
0.7005617,0,0,0
0.6885441,0,0,0
0.6800674,0,0,0
0.6678352,0,0,0
0.6675133,0,0,0
0.6794236,0,0,0
0.6830718,0,0,0
0.6773849,0,0,0
0.6966989,0,0,0
0.7642979,0,0,0
0.7954149,0,0,0
0.773633,0,0,0
0.7139742,0,0,0
0.6751316,0,0,0
0.5975537,0,0,0
0.6065669,0,0,0
0.5468008,0,0,0
0.527916,0,0,0
0.4962625,0,0,0
0.4902537,0,0,0
0.5080655,0,0,0
0.5695484,0,0,0
0.6449803,0,0,0
0.6739513,0,0,0
0.684574,0,0,0
0.6701958,0,0,0
0.6504526,0,0,0
0.6528132,0,0,0
0.6110735,0,0,0
0.60088,0,0,0
0.593369,0,0,0
0.6044209,0,0,0
0.6559249,0,0,0
0.6959478,0,0,0
0.6896171,0,0,0
0.6479847,0,0,0
0.6221254,0,0,0
0.5824244,0,0,0
0.5081728,0,0,0
0.5037735,0,0,0
0.4719054,0,0,0
0.4362818,0,0,0
0.4378913,0,0,0
0.4337066,0,0,0
0.4439001,0,0,0
0.4614973,0,0,0
0.4973355,0,0,0
0.5298474,0,0,0
0.5961588,0,0,0
0.6281342,0,0,0
0.6611826,0,0,0
0.6851105,0,0,0
0.6653673,0,0,0
0.6589293,0,0,0
0.6375766,0,0,0
0.6215889,0,0,0
0.6603242,0,0,0
0.6848959,0,0,0
0.7065705,0,0,0
0.7197684,0,0,0
0.7110771,0,0,0
0.683501,0,0,0
0.6812477,0,0,0
0.6801747,0,0,0
0.5345686,0,0,0
0.5209415,0,0,0
0.5042027,0,0,0
0.4421833,0,0,0
0.4441147,0,0,0
0.446368,0,0,0
0.4441147,0,0,0
0.4582783,0,0,0
0.4749098,0,0,0
0.4557031,0,0,0
0.438857,0,0,0
0.464609,0,0,0
0.4480848,0,0,0
0.4406811,0,0,0
0.4074181,0,0,0
0.4329555,0,0,0
0.4761974,0,0,0
0.5764156,0,0,0
0.664187,0,0,0
0.6028114,0,0,0
0.5500198,0,0,0
0.5124648,0,0,0
0.4593513,0,0,0
0.4602097,0,0,0
0.4104225,0,0,0
0.3636397,0,0,0
0.3491542,0,0,0
0.3754427,0,0,0
0.4488359,0,0,0
0.4694375,0,0,0
0.6123611,0,0,0
0.6125757,0,0,0
0.61161,0,0,0
0.6346795,0,0,0
0.6308167,0,0,0
0.6433708,0,0,0
0.6644016,0,0,0
0.6529205,0,0,0
0.6725564,0,0,0
0.6922996,0,0,0
0.7239531,0,0,0
0.863765,0,0,0
0.8171968,0,0,0
0.8127975,0,0,0
0.7511,0,0,0
0.6948748,0,0,0
0.6230911,0,0,0
0.5454059,0,0,0
0.4884296,0,0,0
0.4722273,0,0,0
0.452806,0,0,0
0.4587075,0,0,0
0.47212,0,0,0
0.5725528,0,0,0
0.6284561,0,0,0
0.6444438,0,0,0
0.6784579,0,0,0
0.681355,0,0,0
0.6760973,0,0,0
0.6595731,0,0,0
0.6625775,0,0,0
0.6410102,0,0,0
0.6350014,0,0,0
0.6683717,0,0,0
0.7420868,0,0,0
0.8488503,0,0,0
0.7762082,0,0,0
0.7823243,0,0,0
0.7276013,0,0,0
0.6295291,0,0,0
0.6117173,0,0,0
0.5907938,0,0,0
0.5370365,0,0,0
0.4834938,0,0,0
0.4746952,0,0,0
0.4457242,0,0,0
0.4814551,0,0,0
0.583712,0,0,0
0.616975,0,0,0
0.6350014,0,0,0
0.6730929,0,0,0
0.6993814,0,0,0
0.6841448,0,0,0
0.6730929,0,0,0
0.6640797,0,0,0
0.6601096,0,0,0
0.6873638,0,0,0
0.7059267,0,0,0
0.781144,0,0,0
0.8175187,0,0,0
0.7781396,0,0,0
0.7700921,0,0,0
0.7441255,0,0,0
0.717837,0,0,0
0.647019,0,0,0
0.6054939,0,0,0
0.5309204,0,0,0
0.5151473,0,0,0
0.4697594,0,0,0
0.4565615,0,0,0
0.479631,0,0,0
0.5596768,0,0,0
0.656676,0,0,0
0.6832864,0,0,0
0.6832864,0,0,0
0.6882222,0,0,0
0.6708396,0,0,0
0.6700885,0,0,0
0.6529205,0,0,0
0.6490577,0,0,0
0.6843594,0,0,0
0.6812477,0,0,0
0.7111844,0,0,0
0.7978828,0,0,0
0.7570015,0,0,0
0.7441255,0,0,0
0.7157983,0,0,0
0.6391861,0,0,0
0.6303875,0,0,0
0.6390788,0,0,0
0.5823171,0,0,0
0.5439037,0,0,0
0.5392898,0,0,0
0.5385387,0,0,0
0.5395044,0,0,0
0.6108589,0,0,0
0.6918704,0,0,0
0.7002398,0,0,0
0.7043172,0,0,0
0.6978792,0,0,0
0.6972354,0,0,0
0.6890806,0,0,0
0.669552,0,0,0
0.6778141,0,0,0
0.6957332,0,0,0
0.7031369,0,0,0
0.70818,0,0,0
0.7653709,0,0,0
0.7964879,0,0,0
0.7928397,0,0,0
0.7581818,0,0,0
0.7186954,0,0,0
0.6919777,0,0,0
0.6951967,0,0,0
0.6150436,0,0,0
0.5714798,0,0,0
0.5599987,0,0,0
0.5613936,0,0,0
0.5572089,0,0,0
0.5685827,0,0,0
0.5970172,0,0,0
0.6474482,0,0,0
0.6657965,0,0,0
0.6564614,0,0,0
0.6466971,0,0,0
0.6488431,0,0,0
0.6690155,0,0,0
0.6517402,0,0,0
0.6530278,0,0,0
0.684574,0,0,0
0.6943383,0,0,0
0.7169786,0,0,0
0.710326,0,0,0
0.7027077,0,0,0
0.7002398,0,0,0
0.6880076,0,0,0
0.5939055,0,0,0
0.572982,0,0,0
0.5346759,0,0,0
0.5112845,0,0,0
0.4961552,0,0,0
0.4773777,0,0,0
0.4802748,0,0,0
0.4720127,0,0,0
0.4683645,0,0,0
0.4855325,0,0,0
0.5424015,0,0,0
0.5370365,0,0,0
0.5377876,0,0,0
0.5479811,0,0,0
0.5491614,0,0,0
0.5527023,0,0,0
0.5366073,0,0,0
0.5381095,0,0,0
0.6010946,0,0,0
0.7057121,0,0,0
0.7461642,0,0,0
0.7709505,0,0,0
0.7919813,0,0,0
0.7279232,0,0,0
0.6988449,0,0,0
0.7287816,0,0,0
0.7184808,0,0,0
0.6836083,0,0,0
0.6532424,0,0,0
0.644873,0,0,0
0.6554957,0,0,0
0.7388678,0,0,0
0.72964,0,0,0
0.7344685,0,0,0
0.7585037,0,0,0
0.744662,0,0,0
0.724275,0,0,0
0.7284597,0,0,0
0.723202,0,0,0
0.7149399,0,0,0
0.7069997,0,0,0
0.7181589,0,0,0
0.7464861,0,0,0
0.8195574,0,0,0
0.842305,0,0,0
0.8387641,0,0,0
0.7984193,0,0,0
0.7308203,0,0,0
0.701742,0,0,0
0.7194465,0,0,0
0.6825353,0,0,0
0.6460533,0,0,0
0.6388642,0,0,0
0.6340357,0,0,0
0.6342503,0,0,0
0.6994887,0,0,0
0.7278159,0,0,0
0.7462715,0,0,0
0.7591475,0,0,0
0.7491686,0,0,0
0.7293181,0,0,0
0.7340393,0,0,0
0.7259918,0,0,0
0.723202,0,0,0
0.7155837,0,0,0
0.7262064,0,0,0
0.7509927,0,0,0
0.8356524,0,0,0
0.8692373,0,0,0
0.8682716,0,0,0
0.8215961,0,0,0
0.7602205,0,0,0
0.7260991,0,0,0
0.7235239,0,0,0
0.6853251,0,0,0
0.6558176,0,0,0
0.6227692,0,0,0
0.620194,0,0,0
0.6294218,0,0,0
0.6895098,0,0,0
0.732859,0,0,0
0.7482029,0,0,0
0.7685899,0,0,0
0.7577526,0,0,0
0.7412284,0,0,0
0.7333955,0,0,0
0.7348977,0,0,0
0.7157983,0,0,0
0.7130085,0,0,0
0.723202,0,0,0
0.7602205,0,0,0
0.8345794,0,0,0
0.8567905,0,0,0
0.8564686,0,0,0
0.8118318,0,0,0
0.7530314,0,0,0
0.7069997,0,0,0
0.7251334,0,0,0
0.7009909,0,0,0
0.6854324,0,0,0
0.6636505,0,0,0
0.6557103,0,0,0
0.6736294,0,0,0
0.6982011,0,0,0
0.7215925,0,0,0
0.7252407,0,0,0
0.7491686,0,0,0
0.7316787,0,0,0
0.7293181,0,0,0
0.7336101,0,0,0
0.7239531,0,0,0
0.7144034,0,0,0
0.7101114,0,0,0
0.7238458,0,0,0
0.773633,0,0,0
0.8654818,0,0,0
0.8494941,0,0,0
0.8486357,0,0,0
0.8027113,0,0,0
0.7544263,0,0,0
0.7177297,0,0,0
0.699596,0,0,0
0.695304,0,0,0
0.6662257,0,0,0
0.6256663,0,0,0
0.6192283,0,0,0
0.6256663,0,0,0
0.6797455,0,0,0
0.6842521,0,0,0
0.6925142,0,0,0
0.7164421,0,0,0
0.7062486,0,0,0
0.6949821,0,0,0
0.6956259,0,0,0
0.7132231,0,0,0
0.6978792,0,0,0
0.6933726,0,0,0
0.6911193,0,0,0
0.6685863,0,0,0
0.7239531,0,0,0
0.7409065,0,0,0
0.7180516,0,0,0
0.7281378,0,0,0
0.6719126,0,0,0
0.5897208,0,0,0
0.5926179,0,0,0
0.5635396,0,0,0
0.5380022,0,0,0
0.5325299,0,0,0
0.5313496,0,0,0
0.538646,0,0,0
0.5478738,0,0,0
0.5724455,0,0,0
0.6035625,0,0,0
0.6517402,0,0,0
0.680282,0,0,0
0.6751316,0,0,0
0.6876857,0,0,0
0.6904755,0,0,0
0.6817842,0,0,0
0.6280269,0,0,0
0.6272758,0,0,0
0.6711615,0,0,0
0.7177297,0,0,0
0.7376875,0,0,0
0.731786,0,0,0
0.7280305,0,0,0
0.691012,0,0,0
0.6823207,0,0,0
0.6402591,0,0,0
0.612683,0,0,0
0.5945493,0,0,0
0.5848923,0,0,0
0.5713725,0,0,0
0.566544,0,0,0
0.5774886,0,0,0
0.5834974,0,0,0
0.5829609,0,0,0
0.6009873,0,0,0
0.6204086,0,0,0
0.5994851,0,0,0
0.6135414,0,0,0
0.6248079,0,0,0
0.6265247,0,0,0
0.5991632,0,0,0
0.6097859,0,0,0
0.6381131,0,0,0
0.7214852,0,0,0
0.742516,0,0,0
0.7462715,0,0,0
0.7448766,0,0,0
0.7115063,0,0,0
0.6860762,0,0,0
0.6830718,0,0,0
0.6297437,0,0,0
0.6087129,0,0,0
0.6059231,0,0,0
0.6057085,0,0,0
0.6101078,0,0,0
0.6356452,0,0,0
0.7082873,0,0,0
0.7343612,0,0,0
0.743589,0,0,0
0.7407992,0,0,0
0.7289962,0,0,0
0.7291035,0,0,0
0.733932,0,0,0
0.717837,0,0,0
0.7192319,0,0,0
0.7304984,0,0,0
0.7431598,0,0,0
0.7852214,0,0,0
0.8088274,0,0,0
0.801531,0,0,0
0.775779,0,0,0
0.7370437,0,0,0
0.6884368,0,0,0
0.6823207,0,0,0
0.6184772,0,0,0
0.5972318,0,0,0
0.581566,0,0,0
0.5774886,0,0,0
0.5851069,0,0,0
0.6184772,0,0,0
0.7031369,0,0,0
0.7218071,0,0,0
0.7281378,0,0,0
0.7281378,0,0,0
0.7196611,0,0,0
0.715691,0,0,0
0.7134377,0,0,0
0.6998106,0,0,0
0.6890806,0,0,0
0.6930507,0,0,0
0.725348,0,0,0
0.7824316,0,0,0
0.7859725,0,0,0
0.7860798,0,0,0
0.7677315,0,0,0
0.7248115,0,0,0
0.6848959,0,0,0
0.6984157,0,0,0
0.6213743,0,0,0
0.593369,0,0,0
0.5903646,0,0,0
0.5966953,0,0,0
0.6044209,0,0,0
0.6913339,0,0,0
0.7361853,0,0,0
0.7352196,0,0,0
0.7406919,0,0,0
0.7407992,0,0,0
0.7376875,0,0,0
0.7332882,0,0,0
0.7348977,0,0,0
0.7312495,0,0,0
0.7263137,0,0,0
0.7302838,0,0,0
0.7417649,0,0,0
0.813334,0,0,0
0.8227764,0,0,0
0.8237421,0,0,0
0.7857579,0,0,0
0.7394043,0,0,0
0.7120428,0,0,0
0.7102187,0,0,0
0.6325335,0,0,0
0.6119319,0,0,0
0.6001289,0,0,0
0.599807,0,0,0
0.5984121,0,0,0
0.6810331,0,0,0
0.7289962,0,0,0
0.7308203,0,0,0
0.7376875,0,0,0
0.7396189,0,0,0
0.735005,0,0,0
0.7369364,0,0,0
0.7332882,0,0,0
0.7321079,0,0,0
0.7315714,0,0,0
0.735005,0,0,0
0.7397262,0,0,0
0.7815732,0,0,0
0.785436,0,0,0
0.78329,0,0,0
0.7700921,0,0,0
0.7291035,0,0,0
0.6968062,0,0,0
0.6954113,0,0,0
0.6167604,0,0,0
0.6047428,0,0,0
0.5924033,0,0,0
0.5605352,0,0,0
0.5694411,0,0,0
0.6197648,0,0,0
0.6838229,0,0,0
0.7020639,0,0,0
0.7085019,0,0,0
0.6969135,0,0,0
0.683501,0,0,0
0.6842521,0,0,0
0.6750243,0,0,0
0.6068888,0,0,0
0.571909,0,0,0
0.5753426,0,0,0
0.6259882,0,0,0
0.6693374,0,0,0
0.6472336,0,0,0
0.6270612,0,0,0
0.5745915,0,0,0
0.5051684,0,0,0
0.4572053,0,0,0
0.4368183,0,0,0
0.3690047,0,0,0
0.2753318,0,0,0
0.2237205,0,0,0
0.195286,0,0,0
0.1951787,0,0,0
0.2097715,0,0,0
0.2472192,0,0,0
0.3816661,0,0,0
0.4640725,0,0,0
0.4776996,0,0,0
0.4625703,0,0,0
0.4741587,0,0,0
0.4451877,0,0,0
0.3942202,0,0,0
0.3796274,0,0,0
0.3855289,0,0,0
0.4867128,0,0,0
0.569763,0,0,0
0.5663294,0,0,0
0.5807076,0,0,0
0.5353197,0,0,0
0.5224437,0,0,0
0.4875712,0,0,0
0.5052757,0,0,0
0.4531279,0,0,0
0.4147145,0,0,0
0.3800566,0,0,0
0.3684682,0,0,0
0.3687901,0,0,0
0.385207,0,0,0
0.4110663,0,0,0
0.5224437,0,0,0
0.5442256,0,0,0
0.5378949,0,0,0
0.5312423,0,0,0
0.531135,0,0,0
0.5346759,0,0,0
0.5284525,0,0,0
0.4877858,0,0,0
0.4886442,0,0,0
0.5399336,0,0,0
0.6958405,0,0,0
0.7396189,0,0,0
0.7412284,0,0,0
0.7270648,0,0,0
0.6001289,0,0,0
0.5462643,0,0,0
0.6274904,0,0,0
0.5594622,0,0,0
0.5157911,0,0,0
0.4810259,0,0,0
0.4711543,0,0,0
0.5434745,0,0,0
0.6411175,0,0,0
0.7194465,0,0,0
0.7563577,0,0,0
0.7984193,0,0,0
0.7988485,0,0,0
0.7876893,0,0,0
0.7560358,0,0,0
0.7511,0,0,0
0.732859,0,0,0
0.7336101,0,0,0
0.7394043,0,0,0
0.8438072,0,0,0
0.9801855,0,0,0
1.0657036,0,0,0
0.986087,0,0,0
0.8228837,0,0,0
0.7374729,0,0,0
0.7058194,0,0,0
0.6300656,0,0,0
0.605172,0,0,0
0.5821025,0,0,0
0.5609644,0,0,0
0.5539899,0,0,0
0.5798492,0,0,0
0.6851105,0,0,0
0.7602205,0,0,0
0.8050719,0,0,0
0.8145143,0,0,0
0.7968098,0,0,0
0.7807148,0,0,0
0.773633,0,0,0
0.7644052,0,0,0
0.7605424,0,0,0
0.7550701,0,0,0
0.7428379,0,0,0
0.8552883,0,0,0
0.9149471,0,0,0
0.9306129,0,0,0
0.8446656,0,0,0
0.7667658,0,0,0
0.6773849,0,0,0
0.6210524,0,0,0
0.554741,0,0,0
0.5361781,0,0,0
0.508602,0,0,0
0.4713689,0,0,0
0.4147145,0,0,0
0.5001253,0,0,0
0.5677243,0,0,0
0.6576417,0,0,0
0.7266356,0,0,0
0.76183,0,0,0
0.7558212,0,0,0
